Customer Name,Product Category,Sales Amount
Kavya Joshi,Sports,6436.16
Pooja Verma,Furniture,234872.45
Priya Verma,Sports,9056.57
Ritu Das,Furniture,52202.49
Meera Chatterjee,Furniture,180991.0
Amit Pillai,Clothing,3207.24
Arjun Bose,Beauty,12556.26
Nikhil Verma,Clothing,645.7
Ananya Bhat,Groceries,2486.44
Meera Shah,Books,2702.94
Priya Chatterjee,Furniture,181240.28
Karan Sharma,Clothing,17829.4
Nikhil Rao,Books,8327.23
Priya Kapoor,Groceries,272.5
Sunita Kumar,Groceries,239.3
Amit Verma,Beauty,2047.13
Meera Mishra,Books,1598.88
Karan Nair,Furniture,47340.73
Aditya Kumar,Furniture,46326.9
Nikhil Verma,Beauty,6413.16
Nikhil Kumar,Furniture,154185.05
Shreya Mehta,Sports,19621.74
Sunita Reddy,Books,4674.41
Arjun Mishra,Beauty,1560.83
Pooja Mehta,Furniture,208628.7
Sunita Mishra,Books,7286.92
Ritu Shah,Furniture,291832.52
Arjun Chatterjee,Electronics,571749.49
Nisha Mishra,Clothing,8060.61
Karan Bhat,Electronics,413676.41
Ananya Singh,Clothing,32567.59
Kavya Bhat,Electronics,90409.82
Kavya Gupta,Groceries,164.22
Amit Chatterjee,Books,2033.79
Rohan Iyer,Sports,16264.24
Sanjay Nair,Beauty,3802.28
Deepa Nair,Groceries,4245.67
Rohan Sharma,Electronics,83619.76
Nisha Bose,Sports,48326.79
Priya Gupta,Clothing,2998.78
Arjun Gupta,Furniture,6692.45
Deepa Mehta,Beauty,3672.85
Nikhil Verma,Furniture,6353.83
Ananya Bhat,Clothing,20358.13
Sanjay Bhat,Furniture,242532.88
Ritu Verma,Electronics,109973.4
Sanjay Verma,Groceries,407.29
Sanjay Nair,Groceries,2084.9
Sanjay Joshi,Beauty,3737.3
Rahul Pillai,Furniture,35090.43
Sunita Verma,Groceries,1379.32
Aarav Bhat,Clothing,3644.03
Sanjay Pillai,Clothing,728.66
Deepa Das,Clothing,3457.5
Arjun Verma,Sports,43058.66
Sunita Patel,Electronics,161534.85
Priya Shah,Electronics,176358.34
Priya Verma,Clothing,12090.22
Amit Rao,Clothing,1082.08
Nikhil Nair,Groceries,289.25
Nikhil Singh,Books,12168.87
Shreya Mehta,Groceries,224.85
Aarav Kumar,Sports,2038.22
Nikhil Kapoor,Beauty,1926.55
Shreya Reddy,Electronics,38513.55
Sanjay Chatterjee,Clothing,5775.71
Priya Nair,Clothing,14431.7
Rahul Verma,Beauty,8572.24
Amit Bhat,Clothing,22010.44
Rahul Bhat,Books,6190.12
Priya Iyer,Groceries,1169.61
Sunita Iyer,Sports,4315.27
Ritu Singh,Clothing,5932.93
Vikram Pillai,Groceries,85.28
Karan Kumar,Groceries,998.96
Nikhil Gupta,Clothing,10659.76
Deepa Bhat,Electronics,95589.48
Sanjay Chatterjee,Electronics,218210.41
Ananya Verma,Furniture,135556.47
Nisha Joshi,Sports,7778.83
Vikram Mehta,Sports,27238.57
Priya Mishra,Furniture,222707.41
Rahul Chatterjee,Groceries,256.35
Arjun Joshi,Sports,5996.92
Kavya Joshi,Groceries,2870.12
Meera Mehta,Groceries,834.1
Vikram Iyer,Beauty,2362.96
Aarav Chatterjee,Groceries,1315.86
Aditya Pillai,Sports,61888.65
Priya Mehta,Books,691.57
Sanjay Verma,Sports,20094.94
Shreya Verma,Clothing,2724.49
Nikhil Verma,Furniture,61938.25
Rahul Sharma,Clothing,4248.99
Rahul Bhat,Electronics,92969.99
Sanjay Shah,Electronics,134393.01
Deepa Reddy,Clothing,7092.35
Rahul Bhat,Beauty,6161.42
Meera Kumar,Clothing,2115.12
Deepa Iyer,Clothing,22968.4
Pooja Kumar,Beauty,8593.6
Rohan Shah,Groceries,1215.84
Sunita Patel,Sports,102179.33
Shreya Das,Sports,7469.13
Aditya Nair,Furniture,22799.71
Deepa Bose,Clothing,2760.68
Shreya Bhat,Furniture,5594.1
Ananya Mishra,Groceries,449.07
Aditya Patel,Beauty,1370.12
Sunita Shah,Electronics,41239.82
Rohan Joshi,Sports,56010.61
Rohan Joshi,Beauty,4252.35
Priya Mehta,Books,930.59
Rahul Mehta,Electronics,741493.84
Aditya Mishra,Furniture,104668.88
Vikram Nair,Beauty,16126.18
Aarav Reddy,Groceries,3690.15
Shreya Iyer,Sports,3446.01
Nikhil Mishra,Sports,46118.01
Aarav Verma,Sports,2128.61
Amit Chatterjee,Clothing,3561.8
Rohan Pillai,Furniture,162459.18
Kavya Patel,Sports,64932.35
Ananya Reddy,Groceries,2501.07
Nisha Verma,Clothing,19650.37
Priya Kumar,Furniture,15219.05
Vikram Verma,Beauty,4621.52
Karan Kumar,Beauty,3426.91
Arjun Rao,Furniture,148485.58
Rahul Kapoor,Books,6020.0
Rohan Chatterjee,Beauty,12821.19
Vikram Iyer,Groceries,63.44
Nisha Sharma,Groceries,1212.94
Ritu Gupta,Books,1371.74
Arjun Bose,Groceries,989.57
Aditya Kumar,Electronics,386566.32
Meera Sharma,Beauty,6934.59
Ritu Gupta,Groceries,155.91
Ritu Bose,Clothing,13572.12
Nisha Mehta,Beauty,3655.87
Priya Patel,Groceries,44.61
Sunita Pillai,Furniture,206121.15
Rahul Shah,Electronics,285560.12
Rohan Iyer,Clothing,7027.6
Sunita Singh,Groceries,140042.31
Nikhil Bose,Furniture,5002.7
Karan Sharma,Sports,79877.72
Shreya Gupta,Beauty,13737.04
Kavya Gupta,Clothing,12589.64
Sanjay Pillai,Groceries,1325.61
Kavya Shah,Sports,27674.49
Rahul Mehta,Sports,51799.45
Nikhil Kumar,Books,4234.64
Rohan Patel,Sports,4385.2
Pooja Kapoor,Books,5556.24
Arjun Gupta,Sports,2751.01
Ananya Kapoor,Clothing,12519.02
Kavya Das,Furniture,45443.23
Ritu Sharma,Electronics,461808.2
Karan Das,Clothing,32142.13
Ananya Bose,Groceries,3088.56
Shreya Joshi,Clothing,3954.93
Amit Das,Furniture,43451.64
Aarav Bose,Sports,13163.06
Rahul Shah,Groceries,1099.56
Priya Kapoor,Sports,12389.87
Priya Nair,Books,649.52
Kavya Kapoor,Groceries,3127.61
Karan Bose,Sports,41379.36
Priya Nair,Clothing,10261.46
Shreya Bose,Sports,53982.41
Aarav Iyer,Sports,55630.33
Priya Iyer,Clothing,1513.98
Arjun Iyer,Sports,26851.31
Aarav Pillai,Beauty,4074.48
Aarav Singh,Groceries,525.6
Vikram Mehta,Sports,3475.68
Amit Verma,Beauty,11716.75
Nisha Sharma,Beauty,10590.69
Ritu Gupta,Groceries,5155.01
Shreya Gupta,Sports,26168.55
Shreya Patel,Books,805.43
Sunita Iyer,Groceries,1450.57
Deepa Reddy,Furniture,193354.91
Nikhil Verma,Sports,11449.66
Shreya Chatterjee,Groceries,1854.03
Arjun Chatterjee,Clothing,1592.69
Meera Kumar,Books,18658.74
Aditya Sharma,Electronics,30220.53
Nikhil Kumar,Sports,27176.51
Sunita Reddy,Furniture,218880.02
Sanjay Pillai,Furniture,55435.55
Ananya Das,Books,1656.41
Sunita Mishra,Groceries,3411.77
Amit Das,Books,6592.36
Pooja Singh,Sports,11448.72
Nikhil Kumar,Clothing,6933.33
Sunita Das,Furniture,67800.68
Priya Gupta,Groceries,937.24
Arjun Joshi,Groceries,357.77
Sanjay Joshi,Clothing,6551.79
Ananya Nair,Beauty,4462.82
Aditya Singh,Books,2460.25
Vikram Sharma,Furniture,54182.97
Nisha Mishra,Beauty,20282.55
Priya Mehta,Electronics,439375.74
Rohan Mishra,Electronics,175909.3
Rahul Das,Groceries,187.22
Nikhil Mehta,Sports,85772.89
,,
Sunita Nair,Furniture,211554.01
Deepa Bhat,Clothing,10384.52
Shreya Iyer,Clothing,6848.48
Kavya Joshi,Sports,29844.9
Deepa Kapoor,Sports,30351.3
Kavya Chatterjee,Sports,8032.2
Karan Rao,Beauty,4243.13
Aarav Singh,Electronics,85348.7
Deepa Nair,Beauty,13508.5
Priya Mehta,Clothing,10944.9
Sanjay Reddy,Sports,43179.3
Aditya Kumar,Groceries,2631.92
Shreya Gupta,Clothing,2768.11
,,
Sanjay Verma,Books,6739.7
Priya Mishra,Groceries,203.22
Karan Patel,Furniture,176966.47
Sanjay Kumar,Books,1381.05
Shreya Verma,Beauty,1268.77
Pooja Nair,Clothing,20518.25
Ananya Nair,Sports,10430.01
Pooja Verma,Clothing,6775.69
Sanjay Kapoor,Beauty,9813.33
Sunita Nair,Books,2149.26
Meera Singh,Clothing,9153.05
Aditya Shah,Beauty,21174.44
Arjun Bose,Books,1766.12
Ananya Verma,Beauty,20189.33
Aarav Kapoor,Furniture,169000.08
Aarav Verma,Electronics,374699.96
Meera Rao,Beauty,1848.67
Priya Chatterjee,Furniture,18273.96
Meera Kapoor,Sports,28369.38
Vikram Gupta,Books,658.25
Deepa Chatterjee,Electronics,30490.51
Vikram Mehta,Electronics,681333.41
Arjun Reddy,Electronics,18050.43
Meera Bhat,Books,9080.88
Sanjay Nair,Beauty,8522.19
Ananya Bose,Clothing,2642.47
Karan Pillai,Clothing,2708.74
Nisha Shah,Furniture,118898.21
Shreya Mishra,Beauty,820.75
Shreya Kapoor,Sports,51595.93
Karan Iyer,Furniture,133325.05
Aditya Sharma,Beauty,6778.86
Nisha Joshi,Electronics,209838.58
Kavya Bhat,Books,1990.92
Karan Pillai,Electronics,20167.52
Nikhil Rao,Groceries,845.64
Meera Sharma,Groceries,480.57
Pooja Singh,Electronics,72535.92
Aarav Iyer,Books,9688.33
Shreya Rao,Books,8604.24
Deepa Gupta,Electronics,99867.38
Rohan Verma,Books,2679.11
Vikram Rao,Electronics,287543.2
Rohan Das,Groceries,75.65
Shreya Shah,Groceries,141.61
Meera Patel,Furniture,103693.59
Meera Joshi,Furniture,94253.6
Aarav Gupta,Groceries,3253.67
Nikhil Singh,Sports,12705.05
Rohan Singh,Clothing,10230.52
Amit Singh,Beauty,2157.36
Nikhil Kumar,Electronics,118670.05
Nisha Chatterjee,Beauty,4038.37
Kavya Gupta,Books,1966.41
Sunita Pillai,Clothing,11886.58
Meera Joshi,Groceries,2050.95
Priya Sharma,Furniture,23212.41
Deepa Joshi,Sports,995.97
Arjun Mehta,Furniture,20183.9
Arjun Das,Electronics,98800.7
Sunita Rao,Electronics,118310.73
Vikram Mehta,Furniture,140013.27
Kavya Rao,Sports,24205.27
Meera Chatterjee,Beauty,17600.22
Vikram Pillai,Furniture,21791.52
Deepa Shah,Beauty,627.35
Vikram Rao,Sports,73166.71
Karan Gupta,Electronics,134271.79
Karan Mishra,Groceries,2209.98
Ananya Chatterjee,Groceries,1473.23
Priya Sharma,Beauty,8759.65
Sanjay Pillai,Sports,91510.11
Ritu Pillai,Beauty,7094.52
Kavya Gupta,Sports,45619.3
Sanjay Bose,Clothing,20759.02
Sanjay Reddy,Clothing,3968.93
Nikhil Das,Clothing,5928.17
Rohan Kapoor,Groceries,823.95
Sunita Mehta,Electronics,431186.13
Rahul Bhat,Clothing,306.13
Nikhil Gupta,Groceries,5619.54
Nisha Patel,Sports,4861.13
Ritu Singh,Furniture,267926.31
Kavya Bhat,Clothing,197.49
Pooja Sharma,Furniture,100424.49
Sanjay Gupta,Clothing,5697.27
Kavya Chatterjee,Clothing,5433.3
Shreya Mehta,Furniture,296392.0
Pooja Patel,Beauty,6723.8
Arjun Patel,Electronics,574778.48
Ananya Das,Electronics,569729.38
Arjun Sharma,Beauty,1260.05
Aarav Mishra,Clothing,14497.49
Karan Singh,Electronics,122369.56
Amit Kapoor,Furniture,15810.15
Kavya Joshi,Electronics,113780.49
Sanjay Mishra,Groceries,1210.0
Ananya Kapoor,Beauty,15243.16
Rahul Chatterjee,Furniture,131495.05
Shreya Bhat,Clothing,2837.9
Shreya Gupta,Clothing,2768.11
Deepa Verma,Clothing,4736.01
Rohan Pillai,Clothing,5012.78
Rahul Reddy,Beauty,12767.61
Shreya Patel,Beauty,20223.59
Deepa Das,Sports,6264.27
Meera Patel,Books,2355.01
Meera Bose,Sports,35996.57
Karan Mishra,Beauty,3859.69
Kavya Kumar,Furniture,161632.18
Priya Gupta,Beauty,9301.95
Arjun Chatterjee,Furniture,314322.83
Rahul Pillai,Beauty,855.12
Rohan Gupta,Books,749.27
Sanjay Nair,Books,558.63
Vikram Singh,Electronics,17014.88
Vikram Chatterjee,Groceries,379.74
Arjun Kapoor,Beauty,17279.23
Shreya Bose,Beauty,712.63
Meera Rao,Clothing,12137.21
Pooja Shah,Clothing,1313.73
Meera Bhat,Beauty,14983.29
Pooja Gupta,Clothing,22365.27
Arjun Das,Sports,98451.07
Arjun Iyer,Furniture,67902.84
Meera Kapoor,Books,743.9
Aarav Gupta,Electronics,236615.76
Karan Singh,Clothing,17538.68
Priya Reddy,Electronics,18387.23
Shreya Iyer,Furniture,22747.1
Nikhil Mehta,Books,670.92
Aarav Singh,Electronics,36063.91
Ananya Singh,Clothing,5549.01
Shreya Iyer,Clothing,17882.7
Karan Kumar,Electronics,91325.87
Amit Sharma,Sports,55849.13
Meera Reddy,Groceries,2282.59
Aarav Mishra,Beauty,2011.95
Sanjay Mishra,Furniture,139972.33
Nikhil Mishra,Beauty,3118.32
Karan Singh,Furniture,17838.52
Shreya Rao,Clothing,4877.97
Shreya Kapoor,Sports,102057.62
Sunita Chatterjee,Clothing,23271.28
Amit Iyer,Groceries,2474.96
Arjun Chatterjee,Sports,34788.58
Rohan Kumar,Beauty,6829.99
Aditya Chatterjee,Groceries,365.47
Meera Bose,Books,10104.81
Sanjay Patel,Furniture,81959.99
Kavya Rao,Groceries,1613.26
Ananya Mehta,Beauty,5360.98
Aarav Patel,Sports,8297.84
Priya Bose,Groceries,478.16
Nikhil Verma,Clothing,26003.08
Vikram Verma,Sports,25085.42
Karan Joshi,Furniture,99451.13
Rahul Mehta,Groceries,864.08
Karan Verma,Sports,22706.45
Ananya Das,Furniture,36389.7
Karan Gupta,Electronics,182429.15
Aarav Das,Sports,29752.47
Rohan Sharma,Clothing,1555.54
Ananya Joshi,Clothing,2842.15
Amit Shah,Electronics,656523.77
,,
Shreya Chatterjee,Books,2822.94
Kavya Shah,Electronics,155853.93
Nikhil Gupta,Groceries,100.19
Sanjay Reddy,Beauty,835.93
Meera Pillai,Sports,54563.15
Ritu Iyer,Books,9875.31
Amit Rao,Sports,690.69
Ananya Bose,Beauty,3082.23
Sanjay Joshi,Books,1967.1
Meera Joshi,Beauty,3216.13
Karan Bose,Clothing,11584.23
Shreya Kumar,Furniture,138458.15
Arjun Pillai,Groceries,3545.6
Amit Gupta,Groceries,622.58
Amit Bose,Beauty,9435.38
Ananya Mishra,Groceries,4375.33
Kavya Kapoor,Beauty,4995.33
Deepa Kumar,Electronics,367164.54
Vikram Patel,Clothing,35762.76
Ritu Shah,Books,1484.35
Ananya Rao,Furniture,6687.73
Pooja Rao,Sports,1901.73
Nisha Sharma,Books,10275.52
Rohan Iyer,Electronics,72139.33
Vikram Nair,Groceries,746.03
Karan Patel,Groceries,1001.11
Ritu Kumar,Electronics,252848.3
Rohan Reddy,Clothing,822.61
Vikram Mehta,Beauty,3015.35
Karan Joshi,Electronics,86706.37
Amit Reddy,Furniture,103669.31
Vikram Joshi,Beauty,6752.84
Meera Nair,Electronics,804932.74
Rohan Reddy,Sports,62506.61
Rohan Kumar,Sports,52303.18
Priya Reddy,Books,10261.94
Rahul Mehta,Electronics,150513.04
Rohan Rao,Electronics,241104.48
Vikram Iyer,Books,9490.36
Rahul Kapoor,Clothing,16375.14
Nisha Rao,Books,14606.35
Sunita Rao,Clothing,4971.68
Meera Singh,Electronics,211771.49
Shreya Chatterjee,Clothing,10170.2
Priya Verma,Clothing,2718.27
Deepa Patel,Groceries,697.7
Nikhil Gupta,Furniture,61498.27
Nisha Kapoor,Electronics,166334.16
Shreya Sharma,Beauty,19172.07
Priya Shah,Sports,24013.4
Ritu Bhat,Books,4662.11
Arjun Mehta,Beauty,5821.33
Aarav Iyer,Furniture,59488.18
Aarav Reddy,Clothing,11158.23
Aditya Bhat,Clothing,309.09
Shreya Verma,Electronics,568045.49
Nikhil Reddy,Beauty,21442.1
Vikram Kumar,Groceries,1244.96
Rohan Iyer,Books,8920.66
Ananya Bose,Clothing,5209.29
Nisha Singh,Clothing,675.21
Karan Verma,Beauty,14115.57
Ananya Patel,Beauty,1421.67
Sanjay Bose,Furniture,137113.34
Aditya Sharma,Sports,10684.14
Rahul Iyer,Sports,36572.47
Amit Mishra,Furniture,23921.04
Karan Das,Furniture,6213.75
Aditya Kumar,Furniture,13583.09
Ananya Kumar,Clothing,2521.39
Shreya Rao,Groceries,250.84
Arjun Mehta,Clothing,2399.51
Rohan Kumar,Furniture,45840.04
Meera Iyer,Clothing,6109.24
Nisha Kumar,Electronics,22315.35
Karan Bose,Books,581.38
Sanjay Nair,Electronics,439744.01
Nikhil Bose,Clothing,25205.24
Nisha Nair,Sports,62381.81
Karan Das,Furniture,14757.73
Priya Kumar,Groceries,1867.23
Amit Kumar,Clothing,319.67
Rohan Singh,Sports,24870.66
Pooja Reddy,Groceries,2061.0
Deepa Shah,Beauty,24185.57
Ritu Das,Clothing,8555.42
Vikram Rao,Furniture,25153.93
Ritu Nair,Beauty,1753.17
Aarav Sharma,Electronics,27641.06
Priya Reddy,Clothing,1531.45
Karan Bose,Books,1128.03
Arjun Rao,Clothing,17118.02
Nikhil Nair,Electronics,125197.09
Amit Kumar,Books,1031.47
Rohan Sharma,Groceries,42.95
Nisha Mehta,Clothing,2509.02
Aarav Nair,Groceries,241.87
Deepa Das,Groceries,775.23
Shreya Rao,Books,1609.93
Priya Patel,Sports,39181.0
Sunita Joshi,Books,1147.42
Rahul Mehta,Books,5300.77
Arjun Sharma,Groceries,1034.27
Deepa Pillai,Groceries,372.56
Sunita Verma,Beauty,2124.79
Aditya Verma,Beauty,3170.9
Pooja Reddy,Furniture,16406.42
Sanjay Kapoor,Clothing,6250.27
Pooja Kumar,Furniture,41826.38
Karan Joshi,Beauty,6511.18
Ananya Sharma,Groceries,2233.08
Karan Singh,Clothing,9298.94
Pooja Das,Furniture,59295.25
Deepa Sharma,Beauty,9914.18
Arjun Mishra,Clothing,1762.59
Shreya Verma,Books,1063.82
Nisha Pillai,Electronics,192332.91
Rahul Joshi,Clothing,3463.77
Ananya Bhat,Books,1754.08
Sanjay Bose,Beauty,7423.51
Meera Kumar,Beauty,9957.12
Sanjay Gupta,Beauty,15785.6
Aditya Bhat,Sports,31396.56
Nikhil Iyer,Beauty,1266.22
Amit Gupta,Electronics,388387.0
Rahul Mehta,Groceries,771.78
Karan Nair,Sports,13905.79
Deepa Chatterjee,Electronics,197944.28
Kavya Joshi,Books,4385.24
Deepa Rao,Electronics,332387.04
Sanjay Bhat,Sports,14018.12
Nikhil Kapoor,Electronics,507797.13
Karan Das,Clothing,3388.3
Rahul Kapoor,Books,147.13
Deepa Shah,Beauty,8816.24
Deepa Reddy,Sports,84384.27
Rohan Pillai,Sports,20381.48
Nikhil Kumar,Electronics,43647.67
Sanjay Das,Beauty,3874.82
Priya Rao,Books,8533.63
Deepa Bhat,Electronics,593268.71
Nikhil Gupta,Beauty,7473.19
Sunita Mehta,Books,7011.74
Kavya Reddy,Furniture,38719.41
Ananya Verma,Groceries,1629.41
Rohan Shah,Books,4009.71
Aditya Sharma,Books,3828.22
Nisha Sharma,Furniture,235297.53
Nisha Pillai,Clothing,437.15
Arjun Kumar,Clothing,15431.87
Rohan Rao,Groceries,322.97
Arjun Gupta,Beauty,2125.39
Deepa Joshi,Sports,58029.61
Ritu Pillai,Electronics,272766.46
Meera Patel,Furniture,77191.05
Sanjay Mishra,Furniture,66850.76
Pooja Singh,Electronics,77317.66
Aarav Mehta,Groceries,117.1
Amit Sharma,Sports,599.05
Rahul Das,Groceries,1077.34
Vikram Patel,Clothing,4679.31
Nisha Gupta,Books,9112.71
Ananya Singh,Sports,22131.2
Meera Bhat,Sports,9997.67
Shreya Iyer,Groceries,819.11
Aditya Das,Furniture,82620.44
Sunita Mehta,Clothing,2711.38
Sunita Chatterjee,Books,479.27
Amit Bhat,Sports,39253.99
Nikhil Kumar,Books,17944.78
Deepa Singh,Furniture,345009.69
Priya Bhat,Furniture,218854.99
Nisha Reddy,Sports,47648.68
Ritu Chatterjee,Furniture,29270.92
Rahul Gupta,Furniture,99545.13
Sunita Joshi,Books,6316.69
Meera Kapoor,Clothing,1880.14
Priya Verma,Sports,80527.42
Sanjay Kumar,Clothing,15986.56
Rohan Kapoor,Groceries,376.21
Karan Iyer,Electronics,134225.29
Nikhil Kumar,Clothing,1062.19
Amit Chatterjee,Furniture,23527.01
Rohan Singh,Books,6674.12
Rahul Bose,Groceries,2966.57
Aarav Bose,Furniture,83916.22
Nisha Iyer,Beauty,3664.34
Pooja Pillai,Furniture,39890.37
Vikram Iyer,Groceries,1026.71
Aarav Sharma,Groceries,906.06
Sunita Chatterjee,Beauty,6276.07
Sunita Shah,Sports,26770.77
Aarav Chatterjee,Beauty,946.09
Nisha Nair,Electronics,229987.15
Rohan Pillai,Furniture,54184.88
Vikram Bhat,Books,11341.51
Kavya Nair,Groceries,1171.24
Aarav Reddy,Books,5636.59
Nikhil Bose,Beauty,13305.74
Vikram Patel,Beauty,10370.78
Ritu Kapoor,Groceries,234.91
Pooja Singh,Clothing,5626.31
Sunita Iyer,Clothing,21413.39
Sunita Bhat,Books,6120.48
Deepa Rao,Clothing,3024.95
Sunita Kumar,Groceries,432.75
Deepa Das,Furniture,47377.21
Arjun Mehta,Furniture,225188.99
Nikhil Bhat,Electronics,224338.28
Karan Patel,Electronics,97596.74
Karan Singh,Furniture,64795.12
Sunita Iyer,Sports,4315.27
Amit Nair,Beauty,2172.24
Sunita Bose,Sports,6584.46
Karan Kumar,Groceries,308.15
Priya Kumar,Furniture,89382.21
Pooja Iyer,Clothing,31127.41
Arjun Joshi,Beauty,1117.68
Deepa Kumar,Books,1164.72
Ananya Bose,Sports,107237.51
Nikhil Joshi,Books,418.25
Aditya Sharma,Clothing,2286.71
Meera Chatterjee,Groceries,83.75
Vikram Bhat,Sports,18963.56
Rahul Reddy,Books,1602.1
Ritu Mishra,Electronics,523395.38
Kavya Patel,Beauty,637.16
Sanjay Mehta,Sports,31683.87
Arjun Chatterjee,Groceries,311.53
Aditya Nair,Furniture,4191.15
Aditya Kapoor,Clothing,14192.8
Aditya Kapoor,Electronics,58454.57
Shreya Gupta,Books,533420.31
Pooja Patel,Books,7887.35
Ananya Shah,Beauty,2138.54
Amit Singh,Clothing,36428.87
Aarav Reddy,Furniture,158612.18
Ananya Gupta,Electronics,534701.88
Meera Kumar,Books,2017.48
Ananya Chatterjee,Sports,14915.74
Nisha Reddy,Beauty,15979.96
Amit Bhat,Clothing,22010.44
Nisha Mehta,Sports,162026.24
Vikram Joshi,Beauty,1937.2
Deepa Sharma,Furniture,49453.99
Shreya Kapoor,Sports,44585.53
Vikram Singh,Electronics,265801.33
Deepa Pillai,Furniture,95653.07
Rahul Bose,Electronics,21555.19
Shreya Iyer,Sports,129797.26
Deepa Joshi,Beauty,2879.46
Pooja Patel,Electronics,398128.01
Pooja Joshi,Groceries,1124.8
Pooja Verma,Clothing,11174.44
Karan Kapoor,Groceries,1844.79
Arjun Das,Beauty,5386.67
Rahul Pillai,Clothing,7195.72
Rahul Shah,Beauty,2469.37
Ritu Bose,Books,3048.93
Vikram Pillai,Groceries,1241.25
Aditya Singh,Furniture,30147.32
Sunita Bhat,Furniture,38600.0
Rahul Singh,Clothing,8279.04
Amit Pillai,Clothing,2762.31
Rahul Rao,Books,8693.53
Pooja Rao,Electronics,388463.02
Karan Kumar,Books,4221.36
Deepa Chatterjee,Groceries,550.67
Rahul Nair,Beauty,7877.59
Deepa Kumar,Clothing,8220.71
Aarav Pillai,Groceries,572.04
Ritu Patel,Beauty,8050.97
Ritu Kapoor,Beauty,2239.49
Shreya Singh,Books,1366.97
Vikram Chatterjee,Sports,54271.82
Shreya Das,Sports,21213.25
Pooja Nair,Electronics,273026.12
Arjun Gupta,Groceries,270.6
Rohan Iyer,Books,5121.1
Shreya Chatterjee,Sports,48651.38
Rohan Das,Furniture,89031.36
Ritu Singh,Furniture,34535.76
Nisha Das,Beauty,3581.26
Aditya Chatterjee,Beauty,24431.83
Ritu Singh,Electronics,16893.75
Meera Nair,Electronics,145540.46
Deepa Mehta,Books,4517.75
Karan Joshi,Groceries,1143.9
Arjun Mishra,Clothing,1346.05
,,
Deepa Rao,Electronics,63960.07
Meera Iyer,Clothing,3357.38
Deepa Sharma,Electronics,298694.87
Aarav Kapoor,Furniture,176331.64
Sunita Rao,Books,2120.28
Sanjay Bose,Furniture,192313.69
Nisha Chatterjee,Books,1242.55
Arjun Patel,Sports,23341.98
Meera Reddy,Sports,39073.02
Pooja Reddy,Groceries,90.79
Rahul Bose,Clothing,2034.49
Rahul Chatterjee,Beauty,7932.49
Pooja Pillai,Furniture,10381.04
Nikhil Rao,Furniture,20925.93
Nisha Das,Electronics,30626.0
Rahul Kapoor,Sports,125535.27
Karan Singh,Clothing,10968.02
Vikram Singh,Beauty,11510.54
Shreya Verma,Books,3609.86
Priya Singh,Beauty,1615.85
Karan Bose,Books,1050.25
Karan Kapoor,Sports,11658.53
Arjun Chatterjee,Electronics,57280.67
Ananya Das,Beauty,1679.21
Ritu Iyer,Clothing,1788.88
Aditya Shah,Books,1180.61
Aditya Joshi,Electronics,157988.2
Shreya Chatterjee,Beauty,2666.59
Shreya Joshi,Sports,122070.77
Arjun Singh,Books,7046.17
Meera Kumar,Sports,83316.58
Vikram Pillai,Furniture,52590.42
Nikhil Bhat,Electronics,79475.61
Sunita Das,Sports,109073.66
Nikhil Chatterjee,Beauty,20065.84
Rohan Kapoor,Books,5901.9
Rahul Chatterjee,Sports,71889.86
Nisha Das,Electronics,43511.94
Aarav Bhat,Groceries,39.45
Arjun Reddy,Clothing,19572.07
Ananya Das,Clothing,8124.61
Arjun Pillai,Furniture,21793.75
Kavya Iyer,Sports,14059.26
Deepa Reddy,Books,467.87
Karan Joshi,Groceries,237.06
Nikhil Kapoor,Electronics,43145.98
Nikhil Bhat,Groceries,1316.63
Shreya Pillai,Groceries,406.36
Aditya Kapoor,Groceries,703.05
Shreya Bose,Beauty,1066.16
Ananya Sharma,Beauty,1994.57
Sanjay Joshi,Furniture,48142.68
Meera Shah,Sports,6520.08
Meera Mehta,Groceries,3495.22
Sanjay Gupta,Groceries,278.98
Ananya Kumar,Electronics,207921.9
Karan Mishra,Clothing,6919.55
Meera Joshi,Beauty,21619.82
Ananya Bhat,Furniture,31187.49
Priya Singh,Clothing,2592.3
Nikhil Joshi,Beauty,9648.06
Rahul Kapoor,Sports,48831.45
Aarav Iyer,Electronics,265701.03
Rahul Reddy,Sports,2822.44
Nikhil Reddy,Beauty,3788.19
Pooja Nair,Clothing,21825.83
Ritu Verma,Sports,55303.33
Arjun Joshi,Electronics,99290.01
,,
Vikram Chatterjee,Beauty,2901.08
Ananya Pillai,Furniture,49256.25
Arjun Verma,Furniture,33579.52
Nikhil Bhat,Sports,43301.82
Deepa Chatterjee,Sports,43819.54
Ritu Joshi,Electronics,123315.72
Sunita Verma,Electronics,787787.19
Sanjay Bose,Electronics,23560.5
Aditya Reddy,Clothing,3601.48
Kavya Verma,Furniture,30650.77
Sanjay Kumar,Clothing,4903.58
Vikram Iyer,Furniture,75316.07
Meera Kumar,Clothing,11607.78
Nisha Gupta,Sports,93398.29
Sanjay Shah,Sports,9288.4
Amit Bhat,Clothing,18587.24
Ananya Mishra,Groceries,4808.83
Ananya Rao,Electronics,238477.33
Karan Iyer,Groceries,1085.35
Aarav Verma,Clothing,13544.47
Priya Verma,Furniture,115980.74
Meera Pillai,Books,5286.85
Pooja Kumar,Sports,10989.14
Amit Reddy,Furniture,147352.35
Meera Das,Sports,4162.69
